position , intensity
-9.4908  , 9
-9.4798  , 10
-9.4688  , 9
-9.4578  , 10
-9.4468  , 10
-9.4358  , 10
-9.4248  , 10
-9.4138  , 10
-9.4028  , 10
-9.3918  , 10
-9.3808  , 10
-9.3698  , 10
-9.3588  , 10
-9.3478  , 10
-9.3368  , 10
-9.3258  , 10
-9.3148  , 10
-9.3038  , 11
-9.2928  , 10
-9.2818  , 11
-9.2708  , 10
-9.2598  , 11
-9.2488  , 10
-9.2378  , 11
-9.2268  , 11
-9.2158  , 11
-9.2048  , 11
-9.1938  , 11
-9.1828  , 11
-9.1718  , 11
-9.1608  , 11
-9.1498  , 11
-9.1388  , 11
-9.1278  , 11
-9.1168  , 11
-9.1058  , 11
-9.0948  , 11
-9.0838  , 11
-9.0728  , 11
-9.0618  , 11
-9.0508  , 11
-9.0398  , 11
-9.0288  , 11
-9.0178  , 11
-9.0068  , 11
-8.9958  , 11
-8.9848  , 11
-8.9738  , 11
-8.9628  , 11
-8.9518  , 11
-8.9408  , 11
-8.9298  , 11
-8.9188  , 11
-8.9078  , 11
-8.8968  , 11
-8.8858  , 11
-8.8748  , 11
-8.8638  , 12
-8.8528  , 11
-8.8418  , 12
-8.8308  , 11
-8.8198  , 12
-8.8088  , 11
-8.7978  , 12
-8.7868  , 12
-8.7758  , 12
-8.7648  , 12
-8.7538  , 12
-8.7428  , 12
-8.7318  , 12
-8.7208  , 12
-8.7098  , 12
-8.6988  , 12
-8.6878  , 12
-8.6768  , 12
-8.6658  , 12
-8.6548  , 12
-8.6438  , 12
-8.6328  , 12
-8.6218  , 12
-8.6108  , 12
-8.5998  , 12
-8.5888  , 12
-8.5778  , 12
-8.5668  , 12
-8.5558  , 13
-8.5448  , 12
-8.5338  , 13
-8.5228  , 12
-8.5118  , 12
-8.5008  , 12
-8.4898  , 13
-8.4788  , 13
-8.4678  , 12
-8.4568  , 12
-8.4458  , 13
-8.4348  , 13
-8.4238  , 13
-8.4128  , 13
-8.4018  , 13
-8.3908  , 13
-8.3798  , 13
-8.3688  , 13
-8.3578  , 13
-8.3468  , 13
-8.3358  , 13
-8.3248  , 13
-8.3138  , 13
-8.3028  , 13
-8.2918  , 13
-8.2808  , 13
-8.2698  , 13
-8.2588  , 13
-8.2478  , 13
-8.2368  , 13
-8.2258  , 13
-8.2148  , 13
-8.2038  , 13
-8.1928  , 13
-8.1818  , 13
-8.1708  , 13
-8.1598  , 13
-8.1488  , 13
-8.1378  , 13
-8.1268  , 13
-8.1158  , 14
-8.1048  , 13
-8.0938  , 14
-8.0828  , 13
-8.0718  , 13
-8.0608  , 13
-8.0498  , 14
-8.0388  , 13
-8.0278  , 14
-8.0168  , 13
-8.0058  , 13
-7.9948  , 14
-7.9838  , 13
-7.9728  , 13
-7.9618  , 13
-7.9508  , 13
-7.9398  , 13
-7.9288  , 13
-7.9178  , 13
-7.9068  , 13
-7.8958  , 14
-7.8848  , 13
-7.8738  , 14
-7.8628  , 13
-7.8518  , 14
-7.8408  , 13
-7.8298  , 14
-7.8188  , 13
-7.8078  , 13
-7.7968  , 13
-7.7858  , 13
-7.7748  , 14
-7.7638  , 13
-7.7528  , 13
-7.7418  , 13
-7.7308  , 14
-7.7198  , 13
-7.7088  , 13
-7.6978  , 13
-7.6868  , 13
-7.6758  , 13
-7.6648  , 13
-7.6538  , 14
-7.6428  , 13
-7.6318  , 14
-7.6208  , 13
-7.6098  , 14
-7.5988  , 13
-7.5878  , 13
-7.5768  , 13
-7.5658  , 13
-7.5548  , 13
-7.5438  , 13
-7.5328  , 13
-7.5218  , 13
-7.5108  , 13
-7.4998  , 13
-7.4888  , 13
-7.4778  , 13
-7.4668  , 13
-7.4558  , 13
-7.4448  , 13
-7.4338  , 13
-7.4228  , 13
-7.4118  , 13
-7.4008  , 13
-7.3898  , 13
-7.3788  , 13
-7.3678  , 13
-7.3568  , 13
-7.3458  , 13
-7.3348  , 13
-7.3238  , 13
-7.3128  , 13
-7.3018  , 13
-7.2908  , 13
-7.2798  , 13
-7.2688  , 13
-7.2578  , 13
-7.2468  , 13
-7.2358  , 13
-7.2248  , 13
-7.2138  , 13
-7.2028  , 13
-7.1918  , 13
-7.1808  , 12
-7.1698  , 13
-7.1588  , 12
-7.1478  , 13
-7.1368  , 12
-7.1258  , 13
-7.1148  , 12
-7.1038  , 13
-7.0928  , 12
-7.0818  , 12
-7.0708  , 12
-7.0598  , 12
-7.0488  , 12
-7.0378  , 12
-7.0268  , 12
-7.0158  , 12
-7.0048  , 12
-6.9938  , 12
-6.9828  , 12
-6.9718  , 12
-6.9608  , 12
-6.9498  , 12
-6.9388  , 12
-6.9278  , 12
-6.9168  , 11
-6.9058  , 12
-6.8948  , 11
-6.8838  , 12
-6.8728  , 11
-6.8618  , 11
-6.8508  , 11
-6.8398  , 11
-6.8288  , 11
-6.8178  , 11
-6.8068  , 11
-6.7958  , 11
-6.7848  , 11
-6.7738  , 11
-6.7628  , 11
-6.7518  , 11
-6.7408  , 11
-6.7298  , 11
-6.7188  , 10
-6.7078  , 11
-6.6968  , 10
-6.6858  , 11
-6.6748  , 10
-6.6638  , 11
-6.6528  , 10
-6.6418  , 11
-6.6308  , 11
-6.6198  , 11
-6.6088  , 10
-6.5978  , 10
-6.5868  , 11
-6.5758  , 10
-6.5648  , 10
-6.5538  , 10
-6.5428  , 10
-6.5318  , 10
-6.5208  , 10
-6.5098  , 10
-6.4988  , 10
-6.4878  , 10
-6.4768  , 10
-6.4658  , 10
-6.4548  , 10
-6.4438  , 10
-6.4328  , 9
-6.4218  , 10
-6.4108  , 10
-6.3998  , 10
-6.3888  , 9
-6.3778  , 10
-6.3668  , 10
-6.3558  , 9
-6.3448  , 9
-6.3338  , 9
-6.3228  , 9
-6.3118  , 9
-6.3008  , 9
-6.2898  , 9
-6.2788  , 9
-6.2678  , 9
-6.2568  , 9
-6.2458  , 9
-6.2348  , 9
-6.2238  , 9
-6.2128  , 9
-6.2018  , 9
-6.1908  , 9
-6.1798  , 9
-6.1688  , 9
-6.1578  , 9
-6.1468  , 9
-6.1358  , 9
-6.1248  , 9
-6.1138  , 9
-6.1028  , 9
-6.0918  , 8
-6.0808  , 8
-6.0698  , 8
-6.0588  , 8
-6.0478  , 8
-6.0368  , 8
-6.0258  , 8
-6.0148  , 8
-6.0038  , 8
-5.9928  , 8
-5.9818  , 8
-5.9708  , 8
-5.9598  , 8
-5.9488  , 8
-5.9378  , 8
-5.9268  , 8
-5.9158  , 8
-5.9048  , 8
-5.8938  , 8
-5.8828  , 8
-5.8718  , 7
-5.8608  , 8
-5.8498  , 8
-5.8388  , 8
-5.8278  , 7
-5.8168  , 7
-5.8058  , 7
-5.7948  , 7
-5.7838  , 8
-5.7728  , 7
-5.7618  , 8
-5.7508  , 7
-5.7398  , 8
-5.7288  , 7
-5.7178  , 8
-5.7068  , 7
-5.6958  , 8
-5.6848  , 7
-5.6738  , 7
-5.6628  , 7
-5.6518  , 7
-5.6408  , 7
-5.6298  , 7
-5.6188  , 7
-5.6078  , 7
-5.5968  , 7
-5.5858  , 7
-5.5748  , 7
-5.5638  , 7
-5.5528  , 7
-5.5418  , 7
-5.5308  , 7
-5.5198  , 7
-5.5088  , 7
-5.4978  , 8
-5.4868  , 7
-5.4758  , 8
-5.4648  , 7
-5.4538  , 8
-5.4428  , 7
-5.4318  , 8
-5.4208  , 7
-5.4098  , 8
-5.3988  , 8
-5.3878  , 8
-5.3768  , 8
-5.3658  , 7
-5.3548  , 8
-5.3438  , 8
-5.3328  , 8
-5.3218  , 8
-5.3108  , 8
-5.2998  , 8
-5.2888  , 7
-5.2778  , 8
-5.2668  , 8
-5.2558  , 8
-5.2448  , 8
-5.2338  , 8
-5.2228  , 8
-5.2118  , 8
-5.2008  , 8
-5.1898  , 8
-5.1788  , 8
-5.1678  , 8
-5.1568  , 8
-5.1458  , 8
-5.1348  , 9
-5.1238  , 8
-5.1128  , 9
-5.1018  , 9
-5.0908  , 9
-5.0798  , 9
-5.0688  , 9
-5.0578  , 9
-5.0468  , 9
-5.0358  , 9
-5.0248  , 9
-5.0138  , 9
-5.0028  , 9
-4.9918  , 10
-4.9808  , 9
-4.9698  , 9
-4.9588  , 10
-4.9478  , 10
-4.9368  , 10
-4.9258  , 10
-4.9148  , 10
-4.9038  , 10
-4.8928  , 10
-4.8818  , 10
-4.8708  , 10
-4.8598  , 11
-4.8488  , 10
-4.8378  , 11
-4.8268  , 11
-4.8158  , 11
-4.8048  , 11
-4.7938  , 12
-4.7828  , 11
-4.7718  , 12
-4.7608  , 12
-4.7498  , 12
-4.7388  , 12
-4.7278  , 12
-4.7168  , 12
-4.7058  , 13
-4.6948  , 13
-4.6838  , 13
-4.6728  , 13
-4.6618  , 13
-4.6508  , 14
-4.6398  , 14
-4.6288  , 14
-4.6178  , 14
-4.6068  , 14
-4.5958  , 15
-4.5848  , 14
-4.5738  , 15
-4.5628  , 15
-4.5518  , 16
-4.5408  , 15
-4.5298  , 16
-4.5188  , 16
-4.5078  , 17
-4.4968  , 17
-4.4858  , 17
-4.4748  , 17
-4.4638  , 17
-4.4528  , 18
-4.4418  , 18
-4.4308  , 18
-4.4198  , 18
-4.4088  , 19
-4.3978  , 19
-4.3868  , 19
-4.3758  , 19
-4.3648  , 19
-4.3538  , 20
-4.3428  , 20
-4.3318  , 21
-4.3208  , 21
-4.3098  , 21
-4.2988  , 21
-4.2878  , 22
-4.2768  , 22
-4.2658  , 22
-4.2548  , 22
-4.2438  , 23
-4.2328  , 23
-4.2218  , 23
-4.2108  , 24
-4.1998  , 24
-4.1888  , 24
-4.1778  , 24
-4.1668  , 24
-4.1558  , 25
-4.1448  , 25
-4.1338  , 25
-4.1228  , 25
-4.1118  , 26
-4.1008  , 25
-4.0898  , 26
-4.0788  , 26
-4.0678  , 27
-4.0568  , 26
-4.0458  , 27
-4.0348  , 27
-4.0238  , 28
-4.0128  , 28
-4.0018  , 28
-3.9908  , 29
-3.9798  , 29
-3.9688  , 29
-3.9578  , 30
-3.9468  , 30
-3.9358  , 30
-3.9248  , 31
-3.9138  , 31
-3.9028  , 31
-3.8918  , 32
-3.8808  , 32
-3.8698  , 33
-3.8588  , 33
-3.8478  , 33
-3.8368  , 33
-3.8258  , 34
-3.8148  , 34
-3.8038  , 35
-3.7928  , 35
-3.7818  , 35
-3.7708  , 36
-3.7598  , 37
-3.7488  , 37
-3.7378  , 37
-3.7268  , 38
-3.7158  , 38
-3.7048  , 38
-3.6938  , 39
-3.6828  , 39
-3.6718  , 40
-3.6608  , 40
-3.6498  , 41
