position , intensity
-9.4908  , 6
-9.4798  , 7
-9.4688  , 7
-9.4578  , 7
-9.4468  , 6
-9.4358  , 7
-9.4248  , 7
-9.4138  , 7
-9.4028  , 7
-9.3918  , 6
-9.3808  , 7
-9.3698  , 6
-9.3588  , 7
-9.3478  , 7
-9.3368  , 6
-9.3258  , 7
-9.3148  , 6
-9.3038  , 7
-9.2928  , 6
-9.2818  , 7
-9.2708  , 6
-9.2598  , 7
-9.2488  , 6
-9.2378  , 7
-9.2268  , 6
-9.2158  , 7
-9.2048  , 7
-9.1938  , 7
-9.1828  , 7
-9.1718  , 6
-9.1608  , 7
-9.1498  , 6
-9.1388  , 7
-9.1278  , 7
-9.1168  , 7
-9.1058  , 7
-9.0948  , 6
-9.0838  , 7
-9.0728  , 7
-9.0618  , 7
-9.0508  , 6
-9.0398  , 7
-9.0288  , 6
-9.0178  , 7
-9.0068  , 6
-8.9958  , 7
-8.9848  , 7
-8.9738  , 7
-8.9628  , 6
-8.9518  , 7
-8.9408  , 7
-8.9298  , 7
-8.9188  , 7
-8.9078  , 7
-8.8968  , 7
-8.8858  , 7
-8.8748  , 7
-8.8638  , 7
-8.8528  , 7
-8.8418  , 7
-8.8308  , 7
-8.8198  , 7
-8.8088  , 7
-8.7978  , 7
-8.7868  , 7
-8.7758  , 7
-8.7648  , 7
-8.7538  , 7
-8.7428  , 7
-8.7318  , 7
-8.7208  , 7
-8.7098  , 7
-8.6988  , 7
-8.6878  , 7
-8.6768  , 7
-8.6658  , 7
-8.6548  , 7
-8.6438  , 7
-8.6328  , 7
-8.6218  , 7
-8.6108  , 7
-8.5998  , 7
-8.5888  , 7
-8.5778  , 8
-8.5668  , 7
-8.5558  , 8
-8.5448  , 7
-8.5338  , 7
-8.5228  , 7
-8.5118  , 7
-8.5008  , 7
-8.4898  , 7
-8.4788  , 8
-8.4678  , 8
-8.4568  , 8
-8.4458  , 8
-8.4348  , 8
-8.4238  , 8
-8.4128  , 8
-8.4018  , 8
-8.3908  , 8
-8.3798  , 8
-8.3688  , 8
-8.3578  , 8
-8.3468  , 8
-8.3358  , 8
-8.3248  , 8
