"Poslední měření: Vlnová délka (nm)" , "Poslední měření: Absorbance"
876             , 0.287279940836
878             , 0.286244288521
880             , 0.284819521907
882             , 0.282038549405
884             , 0.281650206654
886             , 0.280596847162
888             , 0.27474845726
890             , 0.278552548953
892             , 0.281096474709
894             , 0.270526823918
896             , 0.27286574254
898             , 0.272026239506
900             , 0.270430074253
902             , 0.26764110848
904             , 0.263759331569
906             , 0.266577880315
908             , 0.263039925269
910             , 0.26340402126
912             , 0.260336404294
914             , 0.259015725575
916             , 0.256286363717
918             , 0.255291331034
920             , 0.256937377572
922             , 0.252385517029
924             , 0.25293656512
926             , 0.251694415918
928             , 0.250953509872
930             , 0.243404673486
932             , 0.244140862883
934             , 0.242467086494
936             , 0.240971342798
938             , 0.241976671166
940             , 0.239966566083
942             , 0.242144376477
944             , 0.23922825481
946             , 0.238709246229
